Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000109917.11	706	656	566	707	614	1322	326	472	492	530	772	652
ENSG00000160584.17	2360	3257	1219	2581	2513	3490	1384	2455	1269	2128	1407	1688
ENSG00000234268.1	13	34	12	27	30	27	21	17	14	18	14	19
ENSG00000168092.14	2245	1937	1834	2025	1678	4013	1030	1656	1656	1408	2173	2167
ENSG00000149577.16	2455	2610	2267	1998	2639	6252	1424	1975	3017	1714	1923	2845
ENSG00000149591.17	320	302	164	252	310	663	196	250	243	189	219	202
ENSG00000160613.15	1920	2164	1254	1668	1836	3528	1174	1584	1371	1561	1674	1495
ENSG00000167257.11	500	571	329	422	500	927	265	417	410	396	335	494
ENSG00000186318.18	521	529	494	567	630	1214	318	442	412	493	526	635
ENSG00000278768.3	204	232	139	166	180	391	118	172	134	122	124	182
ENSG00000110274.16	906	1071	678	879	1034	1930	555	780	764	764	1009	928
ENSG00000137731.14	175	130	73	115	116	126	78	113	38	146	140	75
ENSG00000137726.17	689	515	97	381	403	231	327	463	156	498	92	151
ENSG00000137747.16	62	70	60	58	115	166	42	75	80	41	72	64
ENSG00000110324.12	7754	9911	5483	7951	9174	17514	4752	7471	6201	6888	6489	7915
ENSG00000255274.10	6	10	4	6	8	26	8	8	2	4	4	7
ENSG00000160593.19	3455	3314	4444	3373	3088	10498	1962	2466	3667	2860	5875	5809
ENSG00000255163.1	6	12	16	18	10	50	2	9	18	14	33	21
ENSG00000160588.10	171	81	259	166	103	466	76	134	140	116	261	227
ENSG00000198851.10	212	334	105	294	356	314	144	288	127	239	113	126
ENSG00000167286.11	69	66	28	73	72	102	50	121	52	82	33	42
ENSG00000160654.11	54	65	28	107	94	163	46	68	23	59	26	28
ENSG00000110344.10	2531	2063	2026	2369	1762	4684	1132	2000	1805	1573	2036	2458
ENSG00000167283.9	334	196	270	278	178	793	102	167	285	177	403	462
ENSG00000118058.24	2767	2485	1544	2520	2074	4323	1480	2276	1814	1875	1594	2045
ENSG00000149582.16	4	18	6	14	18	24	14	34	12	16	6	4
ENSG00000118096.10	177	155	109	170	105	307	79	158	119	127	149	131
ENSG00000095139.15	3212	2815	2481	3261	2473	5921	1460	2629	2120	2575	2293	3005
ENSG00000019144.20	1524	2109	905	1646	1874	3105	965	1429	881	1471	1680	1358
ENSG00000255176.1	33	54	28	53	44	95	28	46	21	43	76	43
ENSG00000255422.3	82	66	57	40	35	179	40	28	91	40	44	54
ENSG00000110367.14	3223	2628	2564	2815	1981	5851	1468	2195	2431	1737	2932	3217
ENSG00000278376.1	18	12	6	23	20	26	4	23	10	20	28	12
ENSG00000186174.13	2055	2904	812	2143	2743	2855	1356	2102	1145	1866	1083	1249
ENSG00000255121.2	57	54	34	86	44	104	41	40	53	41	54	27
ENSG00000186166.9	515	529	254	472	464	897	291	433	410	407	566	399
ENSG00000118181.11	2030	2230	1987	2148	2082	5345	1100	1788	2112	1869	2746	2733
ENSG00000196655.12	355	339	297	389	357	703	164	276	219	281	396	356
ENSG00000137700.18	730	772	503	536	662	1282	412	583	614	487	528	677
ENSG00000149428.21	4506	4997	2363	4469	4811	5577	2507	3804	2034	4182	3513	2839
ENSG00000160695.16	1572	1650	1242	1451	1482	3073	882	1267	1182	1171	1519	1486
ENSG00000256269.11	290	330	352	293	387	768	202	224	271	250	497	441
ENSG00000188486.4	646	688	304	522	742	822	342	490	256	478	372	360
ENSG00000172269.20	905	754	615	762	662	1529	384	635	581	668	649	772
ENSG00000172375.14	1517	1726	927	1413	1706	2464	949	1256	935	1288	1061	1047
ENSG00000172273.13	559	627	344	544	524	966	292	486	505	550	559	420
ENSG00000160703.16	552	565	659	421	694	1324	318	439	510	400	668	627
ENSG00000248712.8	23	22	24	20	34	50	16	22	29	23	14	23
ENSG00000110395.7	6233	5676	5700	5335	4658	12317	2914	4471	5240	3826	6012	6875
ENSG00000173456.5	700	670	494	616	666	1188	362	598	578	506	650	574
ENSG00000036672.16	189	176	88	255	264	199	108	191	50	154	126	72
ENSG00000245248.8	19	12	0	25	24	17	3	13	0	15	9	6
ENSG00000110400.11	1067	1156	729	941	1073	1642	660	843	705	802	959	947
ENSG00000184232.9	509	523	152	387	460	439	287	377	246	357	213	136
ENSG00000196914.9	834	803	958	903	731	2298	400	876	1006	605	1364	1191
ENSG00000154114.13	242	175	177	221	125	402	113	185	184	113	201	270
ENSG00000109927.11	20	25	7	36	24	24	4	16	19	8	14	14
ENSG00000109929.10	740	522	663	531	363	1771	255	389	762	415	750	1047
ENSG00000137642.13	2495	2464	813	1712	2073	1905	1549	1871	1311	1548	774	815
ENSG00000154127.10	3161	2669	2001	2565	2360	4658	1785	2469	2100	2274	1786	2083
ENSG00000109943.9	148	112	176	122	118	387	46	101	172	94	130	173
ENSG00000109944.11	208	174	214	154	152	420	91	143	184	112	230	265
ENSG00000109971.14	20826	22851	16676	21565	21395	39861	11835	17739	15004	17631	20544	21451
ENSG00000200879.1	7	25	6	11	17	39	2	16	2	10	30	11
ENSG00000288061.2	44	20	34	22	27	49	16	31	13	17	42	22
ENSG00000023171.20	510	454	201	360	352	329	285	367	195	325	200	202
ENSG00000166261.11	243	281	183	272	241	471	107	217	233	194	237	240
ENSG00000110002.16	743	611	474	524	558	1329	330	585	579	399	647	622
ENSG00000154144.13	1385	1433	1075	1354	1281	2654	781	1155	1086	1121	1517	1386
ENSG00000110013.13	169	155	172	172	88	433	65	120	181	112	180	232
ENSG00000064199.7	78	36	38	50	44	115	18	38	42	28	34	72
ENSG00000154146.13	587	697	867	493	640	1528	322	404	659	348	975	814
ENSG00000120458.13	233	189	144	231	180	332	118	187	135	163	237	200
ENSG00000279342.2	90	68	111	106	52	222	40	86	108	78	88	134
ENSG00000245498.7	40	40	40	42	54	106	32	60	36	40	62	54
ENSG00000154134.15	42	30	38	30	52	147	26	18	55	40	74	56
ENSG00000154133.15	20	22	9	8	38	14	4	12	6	2	8	6
ENSG00000149548.15	47	62	42	80	52	107	17	48	64	52	46	44
ENSG00000134955.12	6398	5100	2709	4615	4213	4880	3562	4039	2495	4677	2403	2603
ENSG00000150433.10	316	222	208	222	198	459	124	220	209	194	249	266
ENSG00000149547.15	824	695	749	666	640	1488	378	585	606	496	793	813
ENSG00000134910.14	2836	2136	1987	2456	1692	4628	1128	1985	1688	1636	1536	2341
ENSG00000149554.14	214	133	133	175	118	343	63	175	139	139	160	150
ENSG00000198331.11	70	54	58	48	40	111	26	46	59	29	54	60
ENSG00000110060.9	78	72	72	88	90	202	48	66	56	64	102	102
ENSG00000064309.16	16	16	11	10	14	39	4	10	14	6	11	12
ENSG00000165526.9	310	360	312	306	318	737	199	297	306	259	430	315
ENSG00000197798.9	377	303	302	332	210	711	202	275	271	244	283	347
ENSG00000182934.12	3736	3785	2848	3875	3352	6403	1887	3189	2363	3145	2942	3473
ENSG00000110074.12	617	623	307	572	575	842	268	513	317	493	372	377
ENSG00000150455.14	440	528	294	345	397	690	222	340	380	334	342	332
ENSG00000110063.10	249	284	232	276	300	459	189	207	243	185	363	258
ENSG00000280832.2	31	29	25	31	32	61	14	14	22	22	22	24
ENSG00000110080.20	505	714	490	690	732	1481	335	502	500	638	1026	760
ENSG00000254612.2	27	27	21	24	13	54	12	11	15	9	13	29
ENSG00000273415.3	16	14	10	37	38	8	8	22	14	17	34	8
ENSG00000134954.14	404	439	216	555	442	802	303	562	290	356	297	270
ENSG00000151702.17	2007	1862	1274	1683	1646	3239	1093	1504	1388	1403	1243	1539
ENSG00000254703.3	34	46	27	34	38	113	20	30	42	44	30	36
ENSG00000151704.16	128	114	165	100	95	216	58	99	78	107	174	115
ENSG00000255369.1	64	78	28	42	65	70	47	56	21	34	48	70
ENSG00000120457.12	252	190	58	154	114	135	88	130	108	214	58	110
ENSG00000174370.12	781	738	547	707	644	1123	443	563	409	579	781	641
ENSG00000134909.19	309	350	236	296	268	511	175	360	228	246	208	255
ENSG00000151715.8	276	226	258	175	148	532	122	177	291	140	243	255
ENSG00000170322.15	815	971	643	767	845	1494	459	650	577	624	642	756
ENSG00000170325.16	469	453	364	443	363	808	224	362	355	395	379	500
ENSG00000084234.18	23541	25796	17007	20834	21737	38837	12584	20078	15882	17605	18872	18808
ENSG00000149418.11	735	806	1725	499	766	2516	393	543	1124	480	1983	1375
ENSG00000196323.14	908	732	814	837	529	1755	362	617	800	615	784	1012
ENSG00000255358.1	19	4	2	10	6	30	4	10	9	12	5	8
ENSG00000134917.10	2	8	2	12	20	21	8	12	8	8	6	10
ENSG00000120451.11	2772	3014	2208	2431	2636	5534	1616	2403	2077	2051	2430	2524
ENSG00000080854.16	13	20	6	10	10	10	12	24	8	12	6	4
ENSG00000151503.14	948	911	577	955	841	1515	421	757	607	695	603	672
ENSG00000151502.11	1613	1558	1249	1275	1465	2915	915	1148	1270	1177	1562	1338
ENSG00000151500.15	255	280	194	259	209	513	138	210	233	211	257	258
ENSG00000151498.12	925	895	592	754	758	1288	535	700	553	644	971	686
ENSG00000149328.15	69	54	37	65	72	87	39	42	47	78	42	32
ENSG00000109956.13	24	40	4	35	34	26	14	28	12	32	20	20
ENSG00000226210.3	591	636	371	443	577	967	448	492	494	457	403	428
ENSG00000256948.1	16	4	4	4	4	24	2	2	6	12	5	4
ENSG00000111181.13	636	507	672	488	525	1179	261	405	482	445	807	708
ENSG00000261799.1	222	160	132	142	105	355	65	163	132	106	168	226
ENSG00000073614.13	2631	2785	1964	2424	2318	4691	1441	2252	1820	1873	2452	2412
ENSG00000120647.10	169	172	123	191	141	394	91	135	138	141	187	143
ENSG00000139044.12	49	41	19	34	34	51	26	32	27	18	19	14
ENSG00000171840.13	136	136	61	61	116	248	53	129	100	92	59	145
ENSG00000177406.5	174	152	109	137	124	278	96	131	128	87	124	118
ENSG00000060237.19	10913	11311	7660	9437	9822	20539	5830	9441	8417	8332	7951	9497
ENSG00000221439.1	11	24	5	17	8	23	4	18	19	21	9	12
ENSG00000002016.18	245	205	186	215	212	501	141	218	184	204	282	303
ENSG00000250132.6	44	37	40	29	40	117	19	30	36	34	41	41
ENSG00000082805.21	2793	2903	1567	2491	2641	4523	1485	2160	1741	2122	2030	2189
ENSG00000171823.7	470	550	336	391	476	761	252	364	282	374	401	408
ENSG00000006831.10	1807	1543	1581	1465	1222	3645	776	1227	1436	1062	1486	1934
ENSG00000151062.15	445	568	262	503	504	942	314	428	308	450	289	387
ENSG00000151065.14	285	369	308	257	249	722	174	270	297	274	312	330
ENSG00000151067.23	33	18	29	22	31	35	8	16	10	24	17	16
ENSG00000255669.2	20	21	8	10	16	35	20	13	19	10	25	8
ENSG00000004478.8	3045	3097	1775	2855	3098	4670	1929	2316	1719	2318	2336	2273
ENSG00000111203.13	833	792	535	672	699	1395	434	588	646	677	689	625
ENSG00000111206.13	335	258	58	298	305	346	202	261	168	198	58	88
ENSG00000171792.11	376	421	351	348	339	909	207	277	372	267	321	474
ENSG00000078246.17	277	311	96	213	171	349	145	220	186	234	66	155
ENSG00000278356.1	5	6	7	10	8	22	3	6	9	7	4	4
ENSG00000197905.10	52	57	39	39	53	164	23	19	60	31	90	94
ENSG00000011105.14	42	42	36	27	37	77	28	39	32	22	42	42
ENSG00000227081.5	24	40	16	22	28	74	4	24	24	26	22	42
ENSG00000130038.10	355	440	231	391	322	498	240	296	209	328	285	253
ENSG00000280202.1	81	47	33	55	51	86	30	50	38	43	58	44
ENSG00000111224.14	477	482	345	407	349	966	208	276	454	285	446	578
ENSG00000118971.9	921	847	1305	1068	929	2396	439	704	637	673	1904	1211
ENSG00000078237.7	693	567	771	580	452	1586	319	487	642	417	1026	943
ENSG00000047621.12	756	565	494	584	402	1121	290	506	531	354	444	662
ENSG00000111247.15	141	93	33	96	68	122	43	86	56	79	40	65
ENSG00000010219.14	553	501	243	390	321	439	256	399	279	413	169	273
ENSG00000111254.8	33	44	26	27	38	80	22	30	35	40	37	26
ENSG00000139180.11	250	263	228	258	230	666	154	195	234	212	295	309
ENSG00000110799.14	291	245	289	119	212	553	152	161	244	143	409	262
ENSG00000010278.15	5919	4535	5677	3177	2697	10506	2271	3031	4966	2417	4817	5686
ENSG00000067182.8	3361	3582	2445	2705	3178	6636	1892	2518	2760	2298	2900	3128
ENSG00000111319.13	11	8	12	6	14	24	7	4	14	6	20	18
ENSG00000111321.11	1866	2044	1728	1429	1976	3774	971	1542	1714	1398	1813	1870
ENSG00000256433.3	12	11	12	3	6	29	10	8	14	2	7	11
ENSG00000215039.8	188	186	196	213	230	604	100	154	219	180	327	312
ENSG00000139193.4	19	18	6	9	38	12	14	24	6	17	8	4
ENSG00000139192.12	596	670	485	517	777	1156	332	523	435	497	644	548
ENSG00000139190.17	419	496	377	477	537	1171	210	411	439	342	616	542
ENSG00000276718.1	10	10	16	10	6	25	11	9	6	2	4	9
ENSG00000256913.1	13	8	4	22	25	8	8	18	2	4	26	7
ENSG00000111639.8	659	526	561	610	464	1474	282	512	511	456	1006	718
ENSG00000010292.13	1135	1078	861	983	1209	1987	686	933	800	852	979	938
ENSG00000111640.15	30357	35840	19536	28503	32750	50834	18579	29460	18419	27477	21688	26801
ENSG00000269968.1	32	23	14	14	28	35	4	15	12	16	21	14
ENSG00000010295.20	2761	3060	1717	1961	2555	4366	1648	2116	2071	1842	2422	2199
ENSG00000111641.12	32	44	15	36	45	110	31	36	23	19	40	56
ENSG00000111642.16	561	720	366	554	604	1001	368	584	438	512	640	482
ENSG00000251898.1	7	10	0	3	4	22	3	15	6	8	2	11
ENSG00000184574.10	64	83	48	51	68	110	34	84	65	36	67	62
ENSG00000111644.8	71	102	33	51	63	81	15	34	36	34	33	26
ENSG00000111653.20	283	331	188	302	328	509	179	312	223	283	268	223
ENSG00000126746.18	1236	1356	952	1059	1237	2267	780	1039	919	980	958	1079
ENSG00000111652.10	1269	1322	1047	1134	1243	2485	845	1063	1039	916	1192	1255
ENSG00000089693.11	2307	2439	2098	2178	2554	4548	1325	1922	1604	1863	2466	2368
ENSG00000159335.18	3334	3476	2874	2475	3554	5975	2130	2197	2981	2310	6219	3145
ENSG00000089692.9	40	42	14	46	78	26	27	50	20	20	24	6
ENSG00000010610.10	7920	8456	5822	6269	8118	18014	4433	6516	7511	5019	4838	6996
ENSG00000250510.8	272	298	210	252	256	474	155	192	213	229	271	274
ENSG00000110811.20	10	14	6	5	22	15	4	7	2	0	8	10
ENSG00000111665.12	71	49	8	41	86	36	44	28	18	22	10	30
ENSG00000111667.14	1898	2066	1409	1679	1820	3382	955	1365	1197	1327	2055	1570
ENSG00000111669.15	8551	8879	6701	7406	8274	15178	4902	7363	5541	6692	10810	7791
ENSG00000111671.10	126	143	90	123	136	190	60	83	79	101	108	99
ENSG00000240370.6	44	75	36	59	43	106	30	35	29	45	37	34
ENSG00000010626.15	65	78	58	67	69	129	36	89	53	63	109	71
ENSG00000248593.3	66	87	66	59	55	154	37	64	52	43	59	62
ENSG00000111674.9	734	865	491	572	688	981	475	777	314	604	748	559
ENSG00000111676.15	3404	4550	3145	3305	4242	7600	2151	3387	2791	3091	3833	3725
ENSG00000111678.11	158	167	164	157	203	357	67	154	130	165	239	193
ENSG00000111679.17	6244	7479	5771	5654	7234	14954	3335	5204	5431	4941	6306	6968
ENSG00000215021.10	1440	1437	1274	1401	1385	3441	797	1125	1105	1227	1639	1792
ENSG00000126749.16	471	452	370	450	476	887	188	434	368	423	552	535
ENSG00000111684.11	1515	1190	1345	1069	1026	3353	623	947	1339	866	1194	1891
ENSG00000182326.16	242	296	66	432	263	389	126	260	100	260	182	155
ENSG00000159403.18	21	27	15	48	52	32	4	29	6	35	10	28
ENSG00000139178.12	951	1060	246	933	1151	1050	502	940	439	895	430	569
ENSG00000205885.8	98	150	33	112	94	142	57	116	43	118	70	57
ENSG00000139182.15	196	309	72	233	252	249	138	232	78	204	141	83
ENSG00000139197.11	425	408	318	370	421	735	230	378	369	316	436	385
ENSG00000177675.9	253	245	84	106	138	144	133	185	199	69	54	60
ENSG00000255836.1	20	26	4	6	12	13	1	14	4	8	12	0
ENSG00000177575.13	25146	26037	3747	15330	20391	12824	13781	18743	7936	11481	2341	4758
ENSG00000111704.11	0	4	8	7	6	32	2	4	2	4	6	2
ENSG00000173262.12	65	69	19	47	59	100	34	62	26	40	43	59
ENSG00000059804.16	3157	4010	2198	3244	2633	5619	1937	3183	2173	2458	2760	3077
ENSG00000065970.9	1069	1182	756	1021	1062	1862	552	965	776	838	851	977
ENSG00000171860.5	5878	5458	2384	4664	4017	7615	2873	4692	3296	3583	1405	2995
ENSG00000089818.18	600	520	385	499	357	1000	268	497	418	404	581	551
ENSG00000279865.1	6	18	7	18	12	26	8	16	12	18	14	6
ENSG00000111729.15	97	59	75	88	43	243	34	86	94	52	58	113
ENSG00000226711.8	19	22	22	31	18	69	16	21	27	12	22	25
ENSG00000275367.1	10	20	14	18	22	18	14	8	12	2	3	4
ENSG00000171847.11	14	12	10	22	10	41	9	8	19	10	10	27
ENSG00000164845.16	35	35	35	24	33	76	22	27	26	23	36	30
ENSG00000215241.4	29	27	14	36	31	52	6	23	18	26	23	16
ENSG00000286504.1	52	72	55	56	52	142	26	35	36	43	82	70
ENSG00000226091.7	641	1036	897	939	1091	3436	455	669	1096	826	2697	1707
ENSG00000242661.1	29	45	45	32	16	107	8	20	48	35	89	49
ENSG00000288954.1	152	153	194	216	219	847	79	128	253	125	456	401
ENSG00000238152.2	25	36	42	48	57	181	19	29	61	64	59	100
ENSG00000205846.4	155	149	469	355	174	1440	83	175	358	194	551	804
ENSG00000243830.2	10	14	13	10	20	46	2	6	9	8	22	18
ENSG00000201780.1	2	0	4	2	0	27	0	4	2	3	6	10
ENSG00000166527.8	173	242	344	301	216	905	91	220	288	179	514	513
ENSG00000166523.8	914	1015	784	1689	1174	3523	506	1244	965	1048	1456	1770
ENSG00000111732.12	8	4	11	2	2	35	2	2	2	0	15	6
ENSG00000197614.11	20	8	6	14	6	32	6	7	11	19	10	10
ENSG00000166532.16	281	313	227	326	204	487	157	237	209	193	235	273
ENSG00000249790.3	44	38	38	29	28	70	34	22	12	28	24	44
ENSG00000282022.1	10	6	4	5	4	28	0	0	2	6	4	4
ENSG00000111752.11	426	398	255	349	374	669	235	362	230	324	255	331
ENSG00000003056.8	7585	6761	5756	6621	5447	14681	3465	5406	5374	5036	7039	8006
ENSG00000139187.10	49	70	26	35	26	87	34	47	29	29	66	41
ENSG00000245105.4	68	48	33	45	53	111	55	34	20	58	17	32
ENSG00000175899.15	18161	15960	17510	14456	12807	35233	8712	12284	14350	11732	16654	18774
ENSG00000256937.1	11	26	8	10	40	33	10	42	8	22	2	4
ENSG00000231503.4	23	13	18	17	13	32	13	11	13	16	20	17
ENSG00000111788.10	126	81	52	84	85	133	64	83	79	62	56	33
ENSG00000214826.5	91	64	39	70	115	87	41	54	44	81	34	22
ENSG00000214776.12	24	18	22	29	14	38	2	18	18	17	8	24
ENSG00000111796.4	12	14	6	15	20	26	6	16	10	6	0	12
ENSG00000256594.9	317	221	225	224	194	553	140	209	302	179	433	405
ENSG00000257027.1	867	670	806	638	435	1809	359	519	857	399	1165	949
ENSG00000069493.15	957	732	890	798	553	2076	406	705	979	569	1378	1116
ENSG00000184293.8	72	47	203	63	51	470	35	37	148	29	155	262
ENSG00000110848.8	16	20	14	36	18	32	14	16	12	22	12	16
ENSG00000110852.5	500	492	426	455	469	984	327	431	430	343	655	448
ENSG00000172322.14	1069	794	1381	1089	598	2916	412	685	1235	694	1508	1767
ENSG00000256660.7	39	40	64	84	43	193	32	30	60	23	97	113
ENSG00000150048.10	88	65	70	111	88	199	55	89	56	59	85	122
ENSG00000172243.18	6810	6481	5938	6086	5142	14439	3236	5238	6036	4376	7249	7428
ENSG00000173391.9	1082	1531	750	1603	1198	1633	706	1690	714	882	873	1040
ENSG00000165685.9	26	20	52	44	22	68	22	36	46	30	64	56
ENSG00000139112.11	1852	1838	1827	1768	1480	4115	917	1525	1594	1260	2238	2181
ENSG00000134539.17	128	146	52	197	126	157	110	122	69	118	42	44
ENSG00000245648.2	2	2	38	0	4	86	2	10	9	2	36	43
ENSG00000213809.9	17	24	2	35	20	12	10	9	2	29	10	3
ENSG00000134545.14	6	0	0	6	8	24	8	10	2	2	0	0
ENSG00000180574.4	60	38	52	36	26	114	22	58	40	28	62	62
ENSG00000256667.6	16	15	44	41	24	61	6	24	20	8	55	29
ENSG00000111196.10	128	95	132	147	61	261	48	71	74	50	139	105
ENSG00000060138.13	2285	2216	2749	2233	2568	5778	1273	1882	2245	1949	4061	2905
ENSG00000231887.8	52	39	33	39	34	79	22	35	39	34	42	38
ENSG00000121318.2	15	1	4	2	2	23	2	2	4	4	10	10
ENSG00000111215.12	11	22	13	11	5	15	7	4	9	8	13	10
ENSG00000256682.2	6	7	12	8	5	26	7	15	12	17	22	6
ENSG00000212128.2	30	48	16	26	13	50	10	18	31	20	12	12
ENSG00000212127.6	60	25	39	32	32	75	10	24	32	22	25	49
ENSG00000212125.2	44	35	27	45	25	68	12	35	36	26	26	39
ENSG00000212126.3	16	18	9	14	8	40	8	12	12	12	6	13
ENSG00000255837.2	38	38	30	38	28	84	10	32	31	16	60	14
ENSG00000212124.2	23	30	20	19	20	60	10	33	21	8	44	16
ENSG00000256436.1	39	27	26	27	17	84	22	19	48	15	26	40
ENSG00000226761.3	22	6	14	20	4	29	8	22	0	0	25	20
ENSG00000256274.1	15	8	22	18	13	34	8	14	16	10	20	20
ENSG00000255374.3	16	14	8	15	11	25	8	8	14	13	25	10
ENSG00000256188.3	78	51	36	46	40	134	38	36	62	34	67	64
ENSG00000256981.1	62	44	38	29	15	69	22	26	23	30	41	52
ENSG00000256712.1	24	59	27	38	44	69	26	57	42	43	43	55
ENSG00000256537.5	378	382	268	350	310	722	206	313	264	239	398	368
ENSG00000247157.7	14	30	11	24	16	56	18	16	28	14	18	34
ENSG00000139083.11	3787	3849	3269	3380	3319	8376	1952	3066	3301	2782	3929	4281
ENSG00000070018.9	20	48	24	44	28	100	30	38	32	20	72	46
ENSG00000165714.11	560	583	416	498	443	932	265	451	409	436	627	527
ENSG00000111266.9	322	474	212	387	393	578	257	383	218	295	205	224
ENSG00000111269.3	2499	1880	1809	1956	1562	4947	1105	1677	2135	1431	2438	2645
ENSG00000111276.12	583	533	362	491	508	790	295	477	303	391	479	374
ENSG00000178878.13	14	26	17	20	26	42	12	14	10	28	20	6
ENSG00000213782.7	24	14	44	29	17	99	9	22	47	34	71	37
ENSG00000013583.10	1025	911	858	704	852	1978	534	720	815	667	1220	1080
ENSG00000183935.5	141	150	156	130	122	437	83	168	144	90	192	179
ENSG00000255621.1	6	2	6	3	0	22	0	2	6	3	4	10
ENSG00000084444.14	177	175	154	164	120	414	100	142	148	130	158	212
ENSG00000111305.19	8	20	30	4	12	46	4	6	22	2	26	16
ENSG00000134531.10	6333	5525	5799	5674	4845	12237	2787	4815	4336	3551	5150	6662
ENSG00000171681.13	1611	1315	1234	1396	1101	3280	749	1219	1354	1020	1555	1683
ENSG00000121316.11	1992	1749	1654	1811	1314	4213	849	1369	1668	1271	1760	2310
ENSG00000256751.6	185	211	141	187	188	412	117	166	213	145	242	215
ENSG00000261324.2	130	106	117	92	58	292	58	86	95	62	236	82
ENSG00000197837.4	303	356	227	310	356	555	177	266	220	238	239	291
ENSG00000246705.5	433	594	259	453	548	656	286	469	245	364	330	236
ENSG00000084463.8	1215	1371	1188	1392	1276	2981	698	1267	1029	1137	987	1389
ENSG00000182993.5	16	14	8	12	10	24	6	9	18	9	10	16
ENSG00000139055.7	59	65	101	61	45	192	39	68	60	51	47	110
ENSG00000111348.9	12495	13305	12874	11281	12030	35944	6035	9942	13358	8626	13241	18771
ENSG00000139053.3	10	11	9	22	5	26	0	6	4	6	10	19
ENSG00000151490.15	2107	2104	1924	1822	1570	4591	989	1656	1810	1139	1960	2276
ENSG00000151491.14	211	176	71	197	182	178	112	148	70	142	62	49
ENSG00000023734.11	1029	1020	890	1044	903	2056	604	795	819	776	1014	1065
ENSG00000023697.13	492	310	483	374	218	916	191	278	380	236	497	533
ENSG00000008394.13	529	411	491	505	271	953	180	359	323	331	499	602
ENSG00000052126.15	70	82	52	42	36	151	37	48	79	41	79	65
ENSG00000253284.2	16	12	20	14	16	37	4	8	28	14	16	20
ENSG00000139154.16	481	461	398	530	383	1022	212	404	428	383	587	546
ENSG00000287074.1	26	22	13	28	11	46	14	19	15	25	32	25
ENSG00000121350.16	392	235	266	347	151	664	136	229	306	220	363	369
ENSG00000004700.16	1185	875	882	1072	662	2070	422	770	858	633	993	1099
ENSG00000111711.10	604	358	509	605	321	1077	213	427	380	367	604	583
ENSG00000111716.14	123	74	90	120	75	258	47	79	81	44	62	107
ENSG00000111726.13	842	778	1153	808	729	2533	457	604	953	499	1518	1310
ENSG00000111728.11	46	53	22	47	69	69	37	32	16	65	14	28
ENSG00000111731.13	1155	1004	961	1080	840	2000	568	823	846	785	1001	1104
